,公司名,公司领域,招聘岗位,薪资,公司位置,学历,工作年限,发布时间,岗位职责,岗位要求,公司人数
309,智能产业知名制造商,,数据分析师,['18-25k·14薪'],"['青岛,北京,上海']",['统招本科'],['3年以上'],2020年04月03日,,,[]
310,国内知名互联网公司,,数据分析师,['30-50k·12薪'],['北京-昌平区'],['统招本科'],['5年以上'],2020年04月03日,,,[]
311,某知名个人银行/消费金融,,高级数据分析师,['35-60k·12薪'],['北京'],['硕士及以上'],['4年以上'],2020年04月03日,,,[]
312,国内某科技公司,,高级数据分析师,['33-58k·12薪'],"['北京,上海,广州']",['大专及以上'],['4年以上'],2020年04月03日,,,[]
313,网络安全上市公司,,数据分析师,['20-30k·14薪'],['北京-海淀区'],['统招本科'],['5年以上'],2020年04月03日,,,[]
314,知名互联网教育独角兽集团,,数据分析师,['20-30k·15薪'],['北京-朝阳区'],['统招本科'],['3年以上'],2020年04月03日,,,[]
315,某大数据智慧科技公司,,大数据分析经理,['25-40k·12薪'],['北京'],['统招本科'],['3年以上'],2020年04月03日,,,[]
316,区县出行电单车知名品牌,,数据分析师,['20-40k·14薪'],['北京'],['统招本科'],['4年以上'],2020年04月03日,,,[]
317,北京某商用车合资整车公司,,质量数据分析,['15-20k·12薪'],['北京'],['本科及以上'],['5年以上'],2020年04月03日,,,[]
318,北京知名信息流公司,,数据分析专家,['30-50k·16薪'],"['北京-朝阳区,北京-海淀区']",['统招本科'],['5年以上'],2020年04月03日,,,[]
319,知名电商平台公司,,数据分析专家,['40-60k·12薪'],"['北京,深圳']",['统招本科'],['10年以上'],2020年04月03日,,,[]
320,知名社交互联网公司,,增长数据分析师（高级）,['20-40k·18薪'],['北京-朝阳区'],['统招本科'],['3年以上'],2020年04月03日,,,[]
321,知名互联网企业,,数据分析师,['25-40k·12薪'],"['北京,上海']",['统招本科'],['3年以上'],2020年04月03日,,,[]
322,一线互联网公司 BAT,,数据分析专家,['30-50k·12薪'],['北京'],['统招本科'],['5年以上'],2020年04月03日,,,[]
323,某知名在线教育独角兽公司,,数据分析师,['25-40k·14薪'],['北京'],['统招本科'],['3年以上'],2020年04月03日,,,[]
324,某知名品牌集团公司,,战略数据分析总监,['60-90k·12薪'],"['北京,广州,上海']",['本科及以上'],['5年以上'],2020年04月03日,,,[]
325,某知名互联网公司,,数据分析师,['20-30k·14薪'],['北京-朝阳区'],['本科及以上'],['3年以上'],2020年04月03日,,,[]
326,某知名互联网公司,,数据分析经理,['30-60k·16薪'],"['北京,杭州,上海']",['统招本科'],['5年以上'],2020年04月03日,,,[]
327,国内真正意义上完全按照国际标准独 立运作的信用卡中心,,数据分析与建模专家,['32-50k·12薪'],"['上海,北京,深圳']",['统招本科'],['5年以上'],2020年04月03日,,,[]
328,知名互联网电视公司,,高级数据分析师,['20-30k·14薪'],['北京'],['本科及以上'],['3年以上'],2020年04月03日,,,[]
329,国内知名游戏公司,,广告数据分析师,['30-40k·12薪'],['北京-海淀区'],['学历不限'],['5年以上'],2020年04月03日,,,[]
330,国内某知名社交公司,,增长数据分析,['20-40k·16薪'],"['北京,上海,深圳']",['统招本科'],['3年以上'],2020年04月03日,,,[]
331,北京某互联网独角兽公司,,数据分析师,['18-25k·13薪'],['北京'],['统招本科'],['2年以上'],2020年04月03日,,,[]
332,某出行平台,,资深数据分析（资深/专家）,['40-60k·14薪'],['北京-朝阳区'],['本科及以上'],['3年以上'],2020年04月03日,,,[]
333,涵盖出租车专车 快车等多项业务在内的一站式出行平台,,数据分析专家,['30-60k·16薪'],['北京-海淀区'],['硕士及以上'],['3年以上'],2020年04月03日,,,[]
334,某知名科技公司,,大数据分析专家,['40-70k·12薪'],"['北京,深圳']",['统招本科'],['5年以上'],2020年04月03日,,,[]
335,国企技术公司,,数据分析师,['25-40k·14薪'],['北京-昌平区'],['统招本科'],['5年以上'],2020年04月03日,,,[]
336,纽交所上市互联网公司,,资深数据分析师,['25-40k·15薪'],['北京'],['统招本科'],['3年以上'],2020年04月03日,,,[]
337,纽交所上市互联网公司,,高级数据分析师,['25-40k·15薪'],['北京'],['统招本科'],['3年以上'],2020年04月03日,,,[]
338,某独角兽互联网公司,,数据分析总监,['40-70k·16薪'],"['杭州,上海,北京']",['学历不限'],['8年以上'],2020年04月03日,,,[]
339,国内知名商业房地产企业 ,,数据分析经理,['15-20k·12薪'],['北京'],['统招本科'],['2年以上'],2020年04月03日,,,[]
340,北京磐博企业管理有限公司,,HR数据分析师,['25-35k·14薪'],['北京-朝阳区'],['统招本科'],['5年以上'],2020年04月03日,,,[]
341,知名互联网大数据公司,,高级数据分析师,['20-30k·12薪'],['北京'],['统招本科'],['3年以上'],2020年04月03日,,,[]
342,国内知名电商平台，三大电商之一,,数据分析师（市场分析方向）,['17-22k·13薪'],"['广州,上海,北京']",['统招本科'],['5年以上'],2020年04月03日,,,[]
343,某知名公司,,数据分析师（用户增长方向）,['25-45k·14薪'],['北京-朝阳区'],['统招本科'],['3年以上'],2020年04月03日,,,[]
344,某知名互联网公司,,数据分析,['25-40k·12薪'],['北京'],['统招本科'],['2年以上'],2020年04月03日,,,[]
345,准上市独角兽公司,,高级数据分析师,['30-50k·14薪'],['北京-海淀区'],['统招本科'],['3年以上'],2020年04月03日,,,[]
346,ALJK,,数据分析专家,['35-50k·14薪'],['北京'],['统招本科'],['3年以上'],2020年04月03日,,,[]
347,ALJK,,数据分析专家,['35-50k·14薪'],['北京'],['统招本科'],['3年以上'],2020年04月03日,,,[]
348,知名ICT解决方案供应商,,大数据分析师,['65-95k·12薪'],"['北京,上海,深圳']",['硕士及以上'],['5年以上'],2020年04月03日,,,[]
349,某一线互联网企业,,数据分析,['30-40k·14薪'],['北京'],['统招本科'],['5年以上'],2020年04月03日,,,[]
350,某综合型社交平台,,数据分析师,['30-40k·14薪'],['北京'],['本科及以上'],['3年以上'],2020年04月03日,,,[]
351,国内知名金融公司,,数据分析师,['12-24k·16薪'],"['上海,深圳,北京']",['本科及以上'],['3年以上'],2020年04月03日,,,[]
352,某知名音视频公司,,数据分析leader,['25-40k·14薪'],['北京'],['统招本科'],['4年以上'],2020年04月03日,,,[]
353,top互联网公司,,资深数据分析专家,['50-80k·12薪'],"['上海,北京,深圳']",['统招本科'],['3年以上'],2020年04月03日,,,[]
354,某社交平台,,用户增长数据分析师,['30-60k·14薪'],['北京-朝阳区'],['统招本科'],['3年以上'],2020年04月03日,,,[]
355,顶级快消品公司,,数据分析经理,['15-25k·13薪'],['北京'],['统招本科'],['3年以上'],2020年04月03日,,,[]
356,某知名移动社交APP,,用户增长数据分析师,['25-45k·13薪'],['北京-朝阳区'],['统招本科'],['3年以上'],2020年04月03日,,,[]
357,外资某知名咨询公司 ,,数据分析高级经理,['40-60k·12薪'],"['北京,上海,广州']",['本科及以上'],['5年以上'],2020年04月03日,,,[]
358,某知名互联网公司,,数据分析专家,['30-60k·16薪'],"['上海,杭州,北京']",['统招本科'],['5年以上'],2020年04月03日,,,[]
359,某一线互联网公司,,数据分析商业分析市场分析市场洞察行业研究,['30-60k·12薪'],"['北京,上海,杭州']",['统招本科'],['5年以上'],2020年04月03日,,,[]
360,某北京医药科技发展有限公司,,数据分析总监,['30-40k·12薪'],['北京'],['本科及以上'],['3年以上'],2020年04月03日,,,[]
361,互联网大厂,,电商数据分析负责人,['20-25k·12薪'],['北京'],['学历不限'],['3年以上'],2020年04月03日,,,[]
362,知名互动娱乐公司,,游戏数据分析师,['15-30k·12薪'],['北京'],['本科及以上'],['3年以上'],2020年04月03日,,,[]
363,国内某知名社交公司,,商业化数据分析专家,['20-40k·17薪'],"['北京,广州,深圳']",['统招本科'],['3年以上'],2020年04月03日,,,[]
364,北京某信息科技有限公司,,大数据分析工程师,['30-40k·13薪'],['北京'],['统招本科'],['2年以上'],2020年04月03日,,,[]
365,某知名大型集团,,成本数据分析主任工,['42-70k·12薪'],['北京'],['统招本科'],['7年以上'],2020年04月03日,,,[]
366,知名跨国企业在华研发机构,,数据分析研究员,['18-23k·16薪'],['北京-海淀区'],['硕士及以上'],['2年以上'],2020年04月03日,,,[]
367,某知名互联网网络有限公司,,数据分析师,['35-60k·12薪'],['北京'],['硕士及以上'],['10年以上'],2020年04月03日,,,[]
368,某知名在线教育独角兽公司,,BI数据分析师,['35-45k·14薪'],['北京'],['统招本科'],['5年以上'],2020年04月03日,,,[]
369,某银行,,数据分析,['25-30k·12薪'],['北京-西城区'],['统招本科'],['3年以上'],2020年04月03日,,,[]
